spec	Fold_0
nist_4055631	train
nist_4055640	train
nist_4055651	train
nist_4055661	train
nist_4055671	train
nist_4055682	train
nist_4055697	train
nist_4055706	train
nist_4055712	train
nist_4055723	train
nist_4055735	train
nist_4055746	train
nist_4055758	train
nist_4055763	train
nist_4055764	train
nist_4055775	train
nist_4055776	train
nist_4055787	train
nist_4055803	test
nist_4055813	test
nist_4055834	train
nist_4055847	train
nist_4055867	train
nist_4055882	train
nist_4055883	train
nist_4055889	train
nist_4055905	train
nist_4055919	train
nist_4055928	train
nist_4055942	train
nist_4055952	test
nist_4055960	test
nist_4055961	train
nist_4055971	train
nist_4055982	train
nist_4055997	train
nist_4056006	train
nist_4056019	train
nist_4056028	train
nist_4056038	train
nist_4056039	train
nist_4056051	train
nist_4056069	train
nist_4056078	train
nist_4056079	train
nist_4056096	train
nist_4056124	val
nist_4056140	val
nist_4056141	val
nist_4056157	val
nist_4056188	test
nist_4056203	test
nist_4056219	train
nist_4056234	train
nist_4056235	train
nist_4056248	train
nist_4056249	train
nist_4056259	train
nist_4056270	train
nist_4056283	test
nist_4056300	test
nist_4056313	train
nist_4056330	train
nist_4056331	train
nist_4056343	train
nist_4056356	train
nist_4056367	train
nist_4056368	test
nist_4056378	test
nist_4056412	train
nist_4056427	train
nist_4056428	train
nist_4056438	train
nist_4056439	train
nist_4056451	train
nist_4056452	train
nist_4056469	train
nist_4056470	test
nist_4056471	test
nist_4056482	test
nist_4056517	train
nist_4056529	train
nist_4056530	train
nist_4056537	train
nist_4056538	test
nist_4056550	test
nist_4056551	train
nist_4056566	train
nist_4056567	train
nist_4056581	train
nist_4056599	train
nist_4056611	train
nist_4056618	train
nist_4056630	train
nist_4056631	train
nist_4056636	train
nist_4056637	train
nist_4056650	train
nist_4056666	train
nist_4056670	train
nist_4056671	test
nist_4056686	test
nist_4056687	train
nist_4056696	train
nist_4056706	train
nist_4056721	train
nist_4056722	train
nist_4056731	train
nist_4056739	train
nist_4056740	train
nist_4056741	train
nist_4056754	train
nist_4056755	train
nist_4056782	test
nist_4056788	test
nist_4056789	train
nist_4056806	train
nist_4056807	train
nist_4056824	train
nist_4056825	train
nist_4056833	train
nist_4056840	train
nist_4056852	train
nist_4056853	test
nist_4056860	test
nist_4056861	test
nist_4056876	test
nist_4056906	train
nist_4056919	train
nist_4056920	train
nist_4056933	train
nist_4056934	train
nist_4056935	train
nist_4056939	train
nist_4056940	train
nist_4056951	train
nist_4056963	test
nist_4056978	test
nist_4057010	test
nist_4057023	test
nist_4057024	train
nist_4057038	train
nist_4057039	train
nist_4057050	train
nist_4057051	test
nist_4057063	test
nist_4057071	train
nist_4057083	train
nist_4057084	test
nist_4057095	test
nist_4057096	test
nist_4057108	test
nist_4057136	test
nist_4057148	test
nist_4057159	test
nist_4057173	test
nist_4057188	test
nist_4057201	test
nist_4057208	test
nist_4057241	train
nist_4057251	train
nist_4057252	train
nist_4057266	train
nist_4057267	train
nist_4057278	train
nist_4057285	train
nist_4057292	train
nist_4057303	train
nist_4057321	train
nist_4057338	train
nist_4057339	train
nist_4057354	train
nist_4057355	train
nist_4057368	train
nist_4057369	train
nist_4057371	train
nist_4057385	train
nist_4057386	train
nist_4057396	train
nist_4057397	train
nist_4057406	train
nist_4057420	test
nist_4057431	test
nist_4057432	train
nist_4057445	train
nist_4057446	train
nist_4057459	train
nist_4057471	test
nist_4057486	test
nist_4057518	test
nist_4057528	test
nist_4057529	val
nist_4057542	val
nist_4057561	train
nist_4057574	train
nist_4057587	train
nist_4057601	train
nist_4057604	train
nist_4057621	train
nist_4057634	train
nist_4057635	train
nist_4057647	train
nist_4057658	train
nist_4057659	train
nist_4057669	train
nist_4057681	train
nist_4057682	test
nist_4057694	test
nist_4057707	train
nist_4057721	train
nist_4057722	train
nist_4057732	train
nist_4057733	train
nist_4057750	train
nist_4057751	train
nist_4057759	train
nist_4057776	train
nist_4057790	train
nist_4057791	train
nist_4057804	train
nist_4057821	train
nist_4057829	train
nist_4057830	train
nist_4057839	train
nist_4057840	train
nist_4057841	train
nist_4057846	train
nist_4057853	train
nist_4057869	train
nist_4057870	train
nist_4057881	train
nist_4057895	train
nist_4057900	train
nist_4057910	train
nist_4057920	train
nist_4057936	train
nist_4057967	test
nist_4057980	test
nist_4057992	train
nist_4058003	train
nist_4058004	train
nist_4058018	train
nist_4058034	train
nist_4058038	train
nist_4058039	train
nist_4058051	train
nist_4058072	train
nist_4058078	train
nist_4058079	train
nist_4058096	train
nist_4058097	train
nist_4058110	train
nist_4058111	train
nist_4058122	train
nist_4058130	train
nist_4069031	train
nist_4069046	train
nist_4069050	train
nist_4069060	train
nist_4069078	train
nist_4069093	train
nist_4069111	train
nist_4069125	train
nist_4069142	train
nist_4069157	train
nist_4069159	train
nist_4069174	train
nist_4069192	train
nist_4069207	train
nist_4069222	train
nist_4069224	train
nist_4069239	train
nist_4069240	val
nist_4069255	val
nist_4069277	val
nist_4069284	val
nist_4069285	train
nist_4069300	train
nist_4069307	val
nist_4069322	val
nist_4069324	val
nist_4069335	test
nist_4069350	test
nist_4069367	train
nist_4069381	train
nist_4069384	train
nist_4069398	train
nist_4069399	train
nist_4069429	train
nist_4069444	train
nist_4069448	train
nist_4069460	train
nist_4069464	train
nist_4069465	train
nist_4069480	train
nist_4069500	test
nist_4069514	test
nist_4069518	train
nist_4069533	train
nist_4069535	train
nist_4069550	train
nist_4069553	train
nist_4069561	train
nist_4069563	train
nist_4069588	train
nist_4069596	train
nist_4069597	train
nist_4069612	train
nist_4069614	train
nist_4069629	train
nist_4069644	train
nist_4069658	train
nist_4069660	train
nist_4069674	train
nist_4069675	train
nist_4069686	train
nist_4069714	train
nist_4069729	train
nist_4069749	train
nist_4069763	train
nist_4069778	train
nist_4069782	train
nist_4069797	train
nist_4069800	train
nist_4069807	train
nist_4069826	test
nist_4069841	test
nist_4069872	train
nist_4069887	train
nist_4069921	test
nist_4069936	test
nist_4069951	train
nist_4069965	train
nist_4069969	train
nist_4069984	train
nist_4069996	train
nist_4070007	train
nist_4070022	train
nist_4070024	train
nist_4070039	train
nist_4070040	train
nist_4070055	train
nist_4070056	train
nist_4070072	train
nist_4070086	train
nist_4070090	train
nist_4070105	train
nist_4070119	train
nist_4070134	train
nist_4070136	train
nist_4070151	train
nist_4070168	train
nist_4070183	train
nist_4070185	train
nist_4070199	train
nist_4070201	train
nist_4070209	train
nist_4070211	test
nist_4070226	test
nist_4070274	train
nist_4070289	train
nist_4070309	train
nist_4070324	train
nist_4070341	train
nist_4070344	train
nist_4070351	train
nist_4070377	train
nist_4070392	train
nist_4070426	train
nist_4070439	train
nist_4070454	train
nist_4070458	train
nist_4070492	train
nist_4070507	train
nist_4070509	train
nist_4070524	train
nist_4070527	train
nist_4070542	train
nist_4070575	train
nist_4070590	train
nist_4070601	train
nist_4070616	train
nist_4070633	train
nist_4070648	train
nist_4070668	train
nist_4070675	train
nist_4070676	train
nist_4070691	train
nist_4070720	train
nist_4070735	train
nist_4070739	train
nist_4070754	train
nist_4070755	train
nist_4070770	train
nist_4070827	train
nist_4070838	train
nist_4070840	train
nist_4070855	train
nist_4070856	train
nist_4070871	train
nist_4070886	train
nist_4070898	train
nist_4070911	train
nist_4070912	train
nist_4070927	train
nist_4070944	train
nist_4070959	train
nist_4070976	train
nist_4070991	train
nist_4071014	train
nist_4071029	train
nist_4071032	train
nist_4071044	train
nist_4071046	test
nist_4071061	test
nist_4071063	train
nist_4071070	train
nist_4071085	train
nist_4071103	val
nist_4071117	val
nist_4071141	val
nist_4071146	train
nist_4071161	train
nist_4071164	train
nist_4071179	train
nist_4071181	train
nist_4071196	train
nist_4071231	train
nist_4071240	train
nist_4071256	train
nist_4071268	train
nist_4071281	train
nist_4071301	train
nist_4071306	train
nist_4071308	train
nist_4071323	train
nist_4071326	train
nist_4071362	train
nist_4071377	train
nist_4071392	train
nist_4071405	train
nist_4071462	train
nist_4071477	train
nist_4071528	train
nist_4071541	train
nist_4071543	train
nist_4071557	train
nist_4071558	train
nist_4071573	train
nist_4071608	train
nist_4071623	train
nist_4071626	train
nist_4071641	train
nist_4071643	train
nist_4071655	train
nist_4071656	train
nist_4071667	train
nist_4071682	train
nist_4071737	train
nist_4071749	train
nist_4071779	train
nist_4071794	train
nist_4071828	train
nist_4071843	train
nist_4071849	train
nist_4071861	train
nist_4071887	train
nist_4071902	train
nist_4071918	train
nist_4071930	train
nist_4071975	train
nist_4071987	train
nist_4072005	train
nist_4072020	train
nist_4072027	train
nist_4072042	train
nist_4072056	test
nist_4072071	test
nist_4072110	val
nist_4072117	val
nist_4072118	val
nist_4072133	val
nist_4072134	test
nist_4072146	test
nist_4072147	train
nist_4072160	train
nist_4072165	train
nist_4072178	train
nist_4072203	test
nist_4072216	test
nist_4072260	val
nist_4072271	val
nist_4072273	val
nist_4072278	val
nist_4072279	test
nist_4072294	test
nist_4072346	train
nist_4072361	train
nist_4072364	train
nist_4072379	train
nist_4072381	train
nist_4072396	train
nist_4072417	train
nist_4072426	train
nist_4072427	train
nist_4072440	train
nist_4072453	train
nist_4072459	train
nist_4072460	train
nist_4072472	train
nist_4072474	train
nist_4072478	train
nist_4072484	val
nist_4072498	val
nist_4072502	val
nist_4072507	val
nist_4072509	train
nist_4072524	train
nist_4072543	train
nist_4072553	train
nist_4072571	train
nist_4072602	train
nist_4072617	train
nist_4072635	train
nist_4072650	train
nist_4072653	train
nist_4072668	train
nist_4072689	test
nist_4072701	test
nist_4072714	train
nist_4072728	train
nist_4072742	train
nist_4072754	train
nist_4072758	train
nist_4072770	train
nist_4072784	train
nist_4072790	train
nist_4072791	train
nist_4072806	train
nist_4072840	train
nist_4072852	train
nist_4072854	test
nist_4072869	test
nist_4072886	test
nist_4072901	test
nist_4072918	train
nist_4072931	train
nist_4072949	train
nist_4072964	train
nist_4072967	train
nist_4072979	train
nist_4072997	train
nist_4073007	train
nist_4073009	train
nist_4073017	train
nist_4073019	test
nist_4073034	test
nist_4073045	test
nist_4073057	test
nist_4073096	train
nist_4073109	train
nist_4073125	train
nist_4073136	train
nist_4073139	train
nist_4073145	train
nist_4073160	train
nist_4073167	train
nist_4073181	train
nist_4073195	train
nist_4073200	train
nist_4073209	train
nist_4073222	train
nist_4073224	test
nist_4073239	test
nist_4073241	test
nist_4073254	test
nist_4073256	val
nist_4073271	val
nist_4073292	val
nist_4073298	val
nist_4073299	train
nist_4073314	train
nist_4073328	train
nist_4073335	train
nist_4073338	val
nist_4073346	val
nist_4073348	train
nist_4073363	train
nist_4073399	train
nist_4073413	train
nist_4073429	test
nist_4073442	test
nist_4073446	val
nist_4073460	val
nist_4073463	train
nist_4073478	train
nist_4073499	train
nist_4073514	train
nist_4073516	train
nist_4073528	train
nist_4073529	train
nist_4073543	train
nist_4073544	train
nist_4073558	train
nist_4073559	train
nist_4073573	train
nist_4073601	train
nist_4073616	train
nist_4073618	train
nist_4073631	train
nist_4073632	train
nist_4073641	train
nist_4073644	train
nist_4073659	train
nist_4073661	train
nist_4073676	train
nist_4073678	train
nist_4073693	train
nist_4073707	train
nist_4073722	train
nist_4073725	train
nist_4073739	train
nist_4073757	train
nist_4073772	train
nist_4073774	train
nist_4073789	train
nist_4073803	train
nist_4073808	train
nist_4073818	train
nist_4073839	train
nist_4073854	train
nist_4073878	val
nist_4073890	val
nist_4073907	train
nist_4073918	train
nist_4073924	train
nist_4073937	train
nist_4073955	train
nist_4073964	train
nist_4073969	train
nist_4073978	train
nist_4073993	train
nist_4073997	test
nist_4074012	test
nist_4074013	test
nist_4074025	test
nist_4074027	train
nist_4074042	train
nist_4074055	train
nist_4074058	train
nist_4074060	train
nist_4074075	train
nist_4074094	train
nist_4074109	train
nist_4074150	train
nist_4074162	train
nist_4074163	train
nist_4074178	train
nist_4074233	train
nist_4074248	train
nist_4074249	train
nist_4074263	train
nist_4074281	train
nist_4074294	train
nist_4074296	train
nist_4074304	train
nist_4074315	test
nist_4074330	test
nist_4074366	train
nist_4074376	train
nist_4074378	train
nist_4074393	train
nist_4074397	train
nist_4074399	train
nist_4074422	train
nist_4074426	train
nist_4074427	test
nist_4074442	test
nist_4074477	train
nist_4074492	train
nist_4074498	train
nist_4074513	train
nist_4074560	train
nist_4074573	train
nist_4074576	train
nist_4074586	train
nist_4074617	train
nist_4074632	train
nist_4074636	train
nist_4074651	train
nist_4074673	train
nist_4074675	train
nist_4074688	train
nist_4074689	train
nist_4074694	train
nist_4074695	train
nist_4074706	train
nist_4074713	train
nist_4074720	test
nist_4074735	test
nist_4074765	train
nist_4074780	train
nist_4074799	train
nist_4074811	train
nist_4074826	train
nist_4074841	train
nist_4074845	train
nist_4074860	train
nist_4074863	train
nist_4074874	train
nist_4074875	train
nist_4074890	train
nist_4074892	train
nist_4074907	train
nist_4074911	train
nist_4074924	train
nist_4074925	train
nist_4074935	train
nist_4074950	train
nist_4074983	train
nist_4074998	train
nist_4075020	train
nist_4075035	train
nist_4075037	train
nist_4075052	train
nist_4075053	train
nist_4075068	train
nist_4075106	train
nist_4075114	train
nist_4075116	train
nist_4075130	train
nist_4075132	train
nist_4075147	train
nist_4075149	train
nist_4075154	train
nist_4075155	val
nist_4075170	val
nist_4075172	val
nist_4075182	train
nist_4075197	train
nist_4075200	train
nist_4075215	train
nist_4075217	train
nist_4075232	train
nist_4075234	train
nist_4075249	train
nist_4075274	train
nist_4075288	train
nist_4075300	train
nist_4075315	train
nist_4075318	train
nist_4075329	train
nist_4075348	train
nist_4075357	train
nist_4075358	train
nist_4075373	train
nist_4075392	train
nist_4075399	train
nist_4075408	train
nist_4075417	train
nist_4075420	val
nist_4075423	val
nist_4075424	val
nist_4075432	val
nist_4075433	train
nist_4075456	train
nist_4075471	train
nist_4075483	train
nist_4075495	train
nist_4075496	train
nist_4075511	train
nist_4075542	train
nist_4075552	train
nist_4075554	train
nist_4075555	train
nist_4075567	train
nist_4075581	train
nist_4075587	train
nist_4075588	test
nist_4075602	test
nist_4075609	train
nist_4075623	train
nist_4075624	train
nist_4075626	train
nist_4075627	train
nist_4075628	train
nist_4075638	train
nist_4075641	train
nist_4075651	train
nist_4075668	train
nist_4075680	train
nist_4075693	train
nist_4075732	train
nist_4075747	train
nist_4075766	train
nist_4075781	train
nist_4075818	train
nist_4075833	train
nist_4075837	train
nist_4075852	train
nist_4075870	train
nist_4075885	train
nist_4075886	train
nist_4075901	train
nist_4075918	train
nist_4075932	train
nist_4075938	train
nist_4075942	train
nist_4075951	train
nist_4075963	train
nist_4075978	test
nist_4076014	train
nist_4076027	train
nist_4076062	train
nist_4076077	train
nist_4076089	train
nist_4076100	train
nist_4076104	train
nist_4076109	train
nist_4076111	train
nist_4076121	train
nist_4076132	test
nist_4076147	test
nist_4076173	train
nist_4076188	train
nist_4076205	train
nist_4076220	train
nist_4076223	train
nist_4076230	train
nist_4076243	test
nist_4076258	test
nist_4076292	test
nist_4076303	test
nist_4076327	train
nist_4076342	train
nist_4076379	train
nist_4076394	train
nist_4076399	train
nist_4076410	train
nist_4076424	train
nist_4076435	train
nist_4076450	train
nist_4076462	test
nist_4076477	test
nist_4076515	train
nist_4076530	train
nist_4076532	train
nist_4076547	train
nist_4076549	train
nist_4076564	train
nist_4076581	train
nist_4076593	train
nist_4076607	train
nist_4076619	train
nist_4076620	train
nist_4076635	train
nist_4076641	train
nist_4076655	train
nist_4076676	train
nist_4076684	train
nist_4076687	train
nist_4076697	test
nist_4076712	test
nist_4076732	train
nist_4076740	train
nist_4076742	test
nist_4076755	test
nist_4076771	test
nist_4076786	test
nist_4076806	train
nist_4076821	train
nist_4076859	train
nist_4076870	train
nist_4076873	train
nist_4076886	train
nist_4076891	train
nist_4076906	train
nist_4076940	train
nist_4076951	train
nist_4076973	train
nist_4076984	train
nist_4076999	train
nist_4077014	train
nist_4077015	train
nist_4077027	train
nist_4077042	train
nist_4077044	train
nist_4077059	train
nist_4077082	train
nist_4077096	train
nist_4077138	train
nist_4077152	test
nist_4077163	test
nist_4077194	test
nist_4077208	test
nist_4077212	test
nist_4077224	test
nist_4077234	val
nist_4077248	val
nist_4077254	val
nist_4077271	test
nist_4077285	test
nist_4077316	test
nist_4077331	test
nist_4077334	train
nist_4077349	train
nist_4077369	train
nist_4077385	train
nist_4077398	train
nist_4077428	test
nist_4077443	test
nist_4077457	train
nist_4077468	train
nist_4077500	train
nist_4077509	train
nist_4077523	test
nist_4077538	test
nist_4077560	train
nist_4077573	train
nist_4077578	train
nist_4077593	train
nist_4077605	train
nist_4077618	train
nist_4077666	test
nist_4077677	test
nist_4077696	val
nist_4077705	val
nist_4077711	val
nist_4077722	val
nist_4077723	val
nist_4077738	val
nist_4077742	val
nist_4077743	train
nist_4077758	train
nist_4077762	train
nist_4077777	train
nist_4077779	train
nist_4077796	train
nist_4077806	train
nist_4077828	train
nist_4077839	train
nist_4077854	train
nist_4077856	train
nist_4077870	train
nist_4077889	train
nist_4077901	train
nist_4077905	train
nist_4077920	train
nist_4077923	train
nist_4077937	train
nist_4077978	train
nist_4077993	train
nist_4078010	train
nist_4078025	train
nist_4078031	train
nist_4078046	train
nist_4078065	train
nist_4078071	train
nist_4078072	val
nist_4078086	val
nist_4078106	val
nist_4078123	train
nist_4078138	train
nist_4078142	train
nist_4078157	train
nist_4078179	train
nist_4078186	train
nist_4078197	train
nist_4078212	train
nist_4078238	test
nist_4078253	test
nist_4078294	val
nist_4078309	val
nist_4078314	val
nist_4078323	train
nist_4078335	train
nist_4078338	train
nist_4078352	train
nist_4078354	train
nist_4078366	train
nist_4078367	train
nist_4078381	train
nist_4078384	train
nist_4078399	train
nist_4078419	train
nist_4078430	train
nist_4078431	train
nist_4078446	train
nist_4078452	train
nist_4078467	train
nist_4078471	train
nist_4078486	train
nist_4078487	train
nist_4078499	train
nist_4078547	train
nist_4078558	train
nist_4078561	train
nist_4078575	train
nist_4078576	train
nist_4078588	train
nist_4078595	train
nist_4078610	train
nist_4078629	test
nist_4078644	test
nist_4078665	test
nist_4078680	test
nist_4078707	test
nist_4078720	test
nist_4078741	train
nist_4078756	train
nist_4078761	train
nist_4078776	train
nist_4078780	train
nist_4078794	train
nist_4078795	train
nist_4078807	train
nist_4078835	val
nist_4078850	val
nist_4078873	val
nist_4078882	train
nist_4078895	train
nist_4078897	train
nist_4078910	train
nist_4078912	train
nist_4078913	train
nist_4078928	train
nist_4078965	train
nist_4078980	train
nist_4078981	train
nist_4078996	train
nist_4079000	train
nist_4079014	train
nist_4079021	train
nist_4079034	train
nist_4079039	train
nist_4079053	test
nist_4079067	test
nist_4079100	test
nist_4079115	test
nist_4079130	test
nist_4079141	test
nist_4079161	train
nist_4079176	train
nist_4079182	train
nist_4079197	train
nist_4079237	train
nist_4079252	train
nist_4079253	val
nist_4079268	val
nist_4079273	val
nist_4079288	val
nist_4079307	val
nist_4079321	val
nist_4079340	val
nist_4079348	val
nist_4079349	test
nist_4079360	test
nist_4079364	test
nist_4079376	test
nist_4079394	train
nist_4079406	train
nist_4079424	train
nist_4079439	train
nist_4079474	train
nist_4079489	train
nist_4079490	train
nist_4079504	train
nist_4079510	train
nist_4079514	train
nist_4079531	train
nist_4079546	train
nist_4079551	train
nist_4079566	train
nist_4079594	train
nist_4079609	train
nist_4079612	train
nist_4079623	train
nist_4079625	train
nist_4079640	train
nist_4079656	test
nist_4079670	test
nist_4079673	train
nist_4079684	train
nist_4079713	train
nist_4079721	train
nist_4079725	train
nist_4079734	train
nist_4079743	test
nist_4079758	test
nist_4079777	train
nist_4079790	train
nist_4079838	train
nist_4079853	train
nist_4079862	train
nist_4079870	val
nist_4079885	val
nist_4079888	train
nist_4079903	train
nist_4079920	train
nist_4079933	train
nist_4079948	train
nist_4079950	train
nist_4079962	train
nist_4079981	train
nist_4079996	train
nist_4079998	train
nist_4080020	train
nist_4080034	train
nist_4080038	train
nist_4080046	train
nist_4080047	train
nist_4080062	train
nist_4080066	train
nist_4080081	train
nist_4080083	train
nist_4080090	train
nist_4080107	train
nist_4080122	train
nist_4080124	train
nist_4080139	train
nist_4080158	train
nist_4080170	train
nist_4080173	train
nist_4080188	train
nist_4080192	train
nist_4080206	train
nist_4080209	train
nist_4080224	train
nist_4080226	train
nist_4080241	train
nist_4080274	train
nist_4080276	train
nist_4080294	train
nist_4080309	train
nist_4080311	test
nist_4080326	test
nist_4080330	train
nist_4080345	train
nist_4080347	train
nist_4080362	train
nist_4080375	train
nist_4080385	val
nist_4080398	val
nist_4080417	val
nist_4080425	val
nist_4080427	test
nist_4080442	test
nist_4080444	train
nist_4080459	train
nist_4080461	train
nist_4080474	train
nist_4080475	train
nist_4080488	train
nist_4080519	train
nist_4080532	train
nist_4080543	train
nist_4080556	train
nist_4080559	train
nist_4080569	train
nist_4080571	train
nist_4080580	train
nist_4080588	train
nist_4080603	train
nist_4080638	train
nist_4080653	train
nist_4080669	train
nist_4080684	train
nist_4080707	train
nist_4080722	train
nist_4080736	train
nist_4080751	train
nist_4080788	train
nist_4080803	train
nist_4080837	test
nist_4080852	test
nist_4080868	train
nist_4080883	train
nist_4080885	train
nist_4080900	train
nist_4080901	train
nist_4080910	train
nist_4080911	train
nist_4080916	train
nist_4080931	train
nist_4080935	train
nist_4080948	train
nist_4080965	train
nist_4080980	train
nist_4080982	train
nist_4080996	train
nist_4081013	test
nist_4081028	test
nist_4081034	train
nist_4081049	train
nist_4081084	val
nist_4081099	val
nist_4081117	val
nist_4081132	val
nist_4081133	val
nist_4081148	val
nist_4081155	val
nist_4081168	val
nist_4081205	test
nist_4081220	test
nist_4081224	test
nist_4081239	test
nist_4081253	train
nist_4081264	train
nist_4081279	train
nist_4081283	train
nist_4081293	train
nist_4081296	train
nist_4081311	train
nist_4081350	train
nist_4081358	train
nist_4081371	train
nist_4081373	train
nist_4081385	train
nist_4081400	train
nist_4081402	train
nist_4081417	train
nist_4081432	train
nist_4081444	train
nist_4081450	train
nist_4081462	train
nist_4081504	train
nist_4081519	train
nist_4081521	train
nist_4081536	train
nist_4081558	train
nist_4081573	train
nist_4081582	train
nist_4081593	train
nist_4081617	train
nist_4081632	train
nist_4081634	train
nist_4081649	train
nist_4081670	train
nist_4081683	train
nist_4081687	train
nist_4081696	train
nist_4081711	train
nist_4081713	train
nist_4081728	train
nist_4081759	train
nist_4081772	train
nist_4081775	train
nist_4081790	train
nist_4081792	train
nist_4081797	train
nist_4081819	train
nist_4081834	train
nist_4081838	train
nist_4081850	train
nist_4081852	train
nist_4081864	train
nist_4081906	train
nist_4081921	train
nist_4081924	train
nist_4081939	train
nist_4081960	train
nist_4081971	train
nist_4081972	train
nist_4081986	train
nist_4081987	train
nist_4082002	train
nist_4082010	train
nist_4082025	train
nist_4082027	train
nist_4082042	train
nist_4082064	train
nist_4082077	train
nist_4082078	train
nist_4082093	train
nist_4082094	train
nist_4082106	train
nist_4082119	train
nist_4082138	train
nist_4082150	train
nist_4082152	train
nist_4082167	train
nist_4082181	train
nist_4082196	train
nist_4082202	train
nist_4082217	train
nist_4082239	train
nist_4082246	train
nist_4082247	train
nist_4082260	train
nist_4082277	train
nist_4082287	train
nist_4082302	train
nist_4082318	train
nist_4082332	train
nist_4082343	train
nist_4082349	train
nist_4082360	train
nist_4082361	train
nist_4082367	train
nist_4082368	train
nist_4082383	train
nist_4082384	train
nist_4082399	train
nist_4082401	train
nist_4082416	train
nist_4082433	train
nist_4082444	train
nist_4082445	train
nist_4082456	train
nist_4082468	train
nist_4082480	train
nist_4082494	train
nist_4082509	train
nist_4082510	train
nist_4082522	train
nist_4082523	train
nist_4082535	train
nist_4082537	train
nist_4082552	train
nist_4082557	train
nist_4082572	train
nist_4082598	train
nist_4082611	train
nist_4082627	train
nist_4082642	train
nist_4082661	train
nist_4082673	train
nist_4082674	train
nist_4082685	train
nist_4082688	train
nist_4082701	train
nist_4082706	train
nist_4082711	train
nist_4082712	train
nist_4082724	train
nist_4082729	train
nist_4082743	train
nist_4082745	test
nist_4082758	test
nist_4082761	test
nist_4082776	test
nist_4082809	train
nist_4082824	train
nist_4082858	train
nist_4082871	train
nist_4082875	train
nist_4082887	train
nist_4082900	train
nist_4082912	train
nist_4082916	val
nist_4082931	val
nist_4082955	val
nist_4082961	val
nist_4082962	train
nist_4082977	train
nist_4082990	train
nist_4082995	train
nist_4082996	train
nist_4083008	train
nist_4083034	test
nist_4083048	test
nist_4083067	train
nist_4083082	train
nist_4083087	train
nist_4083159	train
nist_4083173	train
nist_4083246	test
nist_4083261	test
nist_4083265	test
nist_4083280	test
nist_4083297	train
nist_4083310	train
nist_4083312	train
nist_4083319	train
nist_4083320	test
nist_4083327	test
nist_4083328	val
nist_4083333	val
nist_4083343	val
nist_4083350	val
nist_4083367	train
nist_4083382	train
nist_4083384	train
nist_4083398	train
nist_4083404	train
nist_4083419	train
nist_4083424	val
nist_4083439	val
nist_4083458	val
nist_4083466	val
nist_4083467	test
nist_4083482	test
nist_4083501	train
nist_4083516	train
nist_4083517	train
nist_4083529	train
nist_4083530	train
nist_4083545	train
nist_4083567	train
nist_4083582	train
nist_4083583	train
nist_4083597	train
nist_4083598	train
nist_4083608	train
nist_4083610	train
nist_4083625	train
nist_4083670	train
nist_4083685	train
nist_4083719	train
nist_4083734	train
nist_4083737	train
nist_4083751	train
nist_4083753	train
nist_4083768	train
nist_4083787	train
nist_4083793	train
nist_4083794	train
nist_4083795	val
nist_4083802	val
nist_4083811	val
nist_4083822	val
nist_4083837	train
nist_4083848	train
nist_4083850	train
nist_4083858	train
nist_4083863	train
nist_4083875	train
nist_4083879	train
nist_4083892	train
nist_4083910	train
nist_4083918	train
nist_4083927	train
nist_4083941	train
nist_4083960	train
nist_4083969	train
nist_4083979	train
nist_4083991	train
nist_4084003	train
nist_4084007	train
nist_4084008	train
nist_4084019	train
nist_4084039	train
nist_4084054	train
nist_4084056	train
nist_4084070	train
nist_4084072	train
nist_4084090	train
nist_4084097	train
nist_4084110	train
nist_4084122	train
nist_4084134	train
nist_4084139	val
nist_4084154	val
nist_4084173	train
nist_4084183	train
nist_4084201	train
nist_4084208	train
nist_4084210	train
nist_4084225	train
nist_4084263	val
nist_4084278	val
nist_4084302	val
nist_4084314	val
nist_4084318	val
nist_4084327	val
nist_4084329	val
nist_4084344	val
nist_4084388	val
nist_4084398	val
nist_4084425	train
nist_4084439	train
nist_4084461	train
nist_4084481	train
nist_4084496	test
nist_4084511	test
nist_4084530	test
nist_4084545	test
nist_4084580	train
nist_4084591	train
nist_4084606	test
nist_4084621	test
nist_4084672	train
nist_4084685	train
nist_4084687	train
nist_4084702	train
nist_4084707	train
nist_4084722	train
nist_4084755	test
nist_4084770	test
nist_4084826	train
nist_4084840	train
nist_4084841	test
nist_4084856	test
nist_4084900	train
nist_4084915	train
nist_4084917	test
nist_4084932	test
nist_4084965	test
nist_4084980	test
nist_4084996	train
nist_4085011	train
nist_4085018	train
nist_4085032	train
nist_4085056	train
nist_4085057	train
nist_4085072	train
nist_4085107	train
nist_4085121	train
nist_4085126	train
nist_4085138	train
nist_4085171	train
nist_4085186	train
nist_4085190	train
nist_4085205	train
nist_4085225	train
nist_4085240	train
nist_4085254	train
nist_4085269	train
nist_4085274	train
nist_4085286	train
nist_4085303	train
nist_4085314	train
nist_4085325	train
nist_4085337	train
nist_4085339	train
nist_4085345	train
nist_4085346	train
nist_4085361	train
nist_4085411	val
nist_4085426	val
nist_4085430	val
nist_4085445	val
nist_4085448	train
nist_4085457	train
nist_4085508	train
nist_4085522	train
nist_4085539	train
nist_4085554	train
nist_4085555	train
nist_4085570	train
nist_4085572	train
nist_4085587	train
nist_4085588	train
nist_4085595	train
nist_4085597	train
nist_4085599	train
nist_4085600	train
nist_4085609	train
nist_4085610	train
nist_4085625	train
nist_4085657	train
nist_4085672	train
nist_4085677	train
nist_4085689	train
