spec	Fold_0
nist_4043879	train
nist_4043917	train
nist_4043931	train
nist_4043945	train
nist_4043960	train
nist_4043961	train
nist_4043975	train
nist_4043991	train
nist_4043992	train
nist_4044007	train
nist_4044008	train
nist_4044022	train
nist_4044036	train
nist_4044054	train
nist_4044068	train
nist_4044099	train
nist_4044106	train
nist_4044107	train
nist_4044124	train
nist_4044125	train
nist_4044142	train
nist_4044143	train
nist_4044148	train
nist_4044165	train
nist_4044177	train
nist_4044178	train
nist_4044182	train
nist_4044183	train
nist_4044194	train
nist_4044208	train
nist_4044212	train
nist_4044213	train
nist_4044224	train
nist_4044238	val
nist_4044255	val
nist_4044256	val
nist_4044267	val
nist_4044268	test
nist_4044283	test
nist_4044284	test
nist_4044298	test
nist_4044299	test
nist_4044315	test
nist_4044323	test
nist_4044328	train
nist_4044343	train
nist_4044360	train
nist_4044361	train
nist_4044372	train
nist_4044389	train
nist_4044398	train
nist_4044408	train
nist_4044409	train
nist_4044423	train
nist_4044424	train
nist_4044429	train
nist_4044445	train
nist_4044456	train
nist_4044466	train
nist_4044467	train
nist_4044475	train
nist_4044502	train
nist_4044518	train
nist_4044519	train
nist_4044528	train
nist_4044544	train
nist_4044545	train
nist_4044550	train
nist_4044551	train
nist_4044563	train
nist_4044578	train
nist_4044592	train
nist_4044593	train
nist_4044594	train
nist_4044595	train
nist_4044612	train
nist_4044627	train
nist_4044639	train
nist_4044641	val
nist_4044654	val
nist_4044667	train
nist_4044675	train
nist_4044690	train
nist_4044705	test
nist_4044718	test
nist_4044734	train
nist_4044742	train
nist_4044743	train
nist_4044756	train
nist_4044757	train
nist_4044758	train
nist_4044775	train
nist_4044790	train
nist_4044803	train
nist_4044818	test
nist_4044835	test
nist_4044852	val
nist_4044868	val
nist_4044883	train
nist_4044897	train
nist_4044922	train
nist_4044928	train
nist_4044929	train
nist_4044935	train
nist_4044936	train
nist_4044951	train
nist_4044952	train
nist_4044957	train
nist_4044958	test
nist_4044967	train
nist_4044979	train
nist_4045002	train
nist_4045014	train
nist_4045041	train
nist_4045051	train
nist_4045058	train
nist_4045059	train
nist_4045072	train
nist_4045073	train
nist_4045093	train
nist_4045102	train
nist_4045110	train
nist_4045126	train
nist_4045127	train
nist_4045134	train
nist_4045142	train
nist_4045144	val
nist_4045160	val
nist_4045161	val
nist_4045170	val
nist_4045171	test
nist_4045183	test
nist_4045201	train
nist_4045213	train
nist_4045214	train
nist_4045215	train
nist_4045231	train
nist_4045232	train
nist_4045245	train
nist_4045246	train
nist_4045254	train
nist_4045267	train
nist_4045279	train
nist_4045293	train
nist_4045294	train
nist_4045303	train
nist_4045304	train
nist_4045315	train
nist_4045316	train
nist_4045331	train
nist_4045332	train
nist_4045346	train
nist_4045347	train
nist_4045362	train
nist_4045363	train
nist_4045374	train
nist_4045403	test
nist_4045417	test
nist_4045418	test
nist_4045429	test
nist_4045430	test
nist_4045436	test
nist_4045437	train
nist_4045447	train
nist_4045448	train
nist_4045464	train
nist_4045465	train
nist_4045480	train
nist_4045481	train
nist_4045490	val
nist_4045502	val
nist_4045503	train
nist_4045514	train
nist_4045522	train
nist_4045536	train
nist_4045537	train
nist_4045553	train
nist_4045565	train
nist_4045582	train
nist_4045593	train
nist_4045604	train
nist_4045605	train
nist_4045621	train
nist_4045622	train
nist_4045636	train
nist_4045637	train
nist_4045646	train
nist_4045647	train
nist_4045663	train
nist_4045665	test
nist_4045680	test
nist_4045681	train
nist_4045691	train
nist_4045702	train
nist_4045713	train
nist_4045727	train
nist_4045742	train
nist_4045744	train
nist_4045751	train
nist_4045752	train
nist_4045763	train
nist_4045764	train
nist_4045775	train
nist_4045776	train
nist_4045789	train
nist_4045790	train
nist_4045800	train
nist_4045811	train
nist_4045812	train
nist_4045829	train
nist_4045843	val
nist_4045860	val
nist_4045861	val
nist_4045862	train
nist_4045877	train
nist_4045908	train
nist_4045924	train
nist_4045935	train
nist_4045952	train
nist_4045953	train
nist_4045964	train
nist_4045965	train
nist_4045975	train
nist_4045982	train
nist_4045997	train
nist_4045998	train
nist_4045999	train
nist_4046016	train
nist_4046017	train
nist_4046030	train
nist_4046040	test
nist_4046055	test
nist_4046074	train
nist_4046089	train
nist_4046121	val
nist_4046138	val
nist_4046173	train
nist_4046188	train
nist_4046189	train
nist_4046205	train
nist_4046206	train
nist_4046219	train
nist_4046220	train
nist_4046231	train
nist_4046245	train
nist_4046246	train
nist_4046258	train
nist_4046259	train
nist_4046269	train
nist_4046280	train
nist_4046295	train
nist_4046311	train
nist_4046324	train
nist_4046325	train
nist_4046332	train
nist_4046333	train
nist_4046344	train
nist_4046345	train
nist_4046356	train
nist_4046370	train
nist_4046387	train
nist_4046388	train
nist_4046389	train
nist_4046406	train
nist_4046407	train
nist_4046419	train
nist_4046420	train
nist_4046428	train
nist_4046429	train
nist_4046437	train
nist_4046453	val
nist_4046466	val
nist_4046485	train
nist_4046496	train
nist_4046497	test
nist_4046513	test
nist_4046514	test
nist_4046531	test
nist_4046532	train
nist_4046537	train
nist_4046538	train
nist_4046555	train
nist_4046556	train
nist_4046573	train
nist_4046592	train
nist_4046603	train
nist_4046617	train
nist_4046634	train
nist_4046635	train
nist_4046647	train
nist_4046648	train
nist_4046659	train
nist_4046674	train
nist_4046683	train
nist_4046696	train
nist_4046697	train
nist_4046698	train
nist_4046713	train
nist_4046714	train
nist_4046720	train
nist_4046721	train
nist_4046733	train
nist_4046734	train
nist_4046742	train
nist_4046743	train
nist_4046756	train
nist_4046784	train
nist_4046797	train
nist_4046811	train
nist_4046820	train
nist_4046821	train
nist_4046831	train
nist_4046842	train
nist_4046850	train
nist_4046851	train
nist_4046857	train
nist_4046872	train
nist_4046889	train
nist_4046903	train
nist_4046904	train
nist_4046921	train
nist_4046939	train
nist_4046958	train
nist_4046967	train
nist_4046982	train
nist_4046996	train
nist_4046997	train
nist_4047013	train
nist_4047014	train
nist_4047023	train
nist_4047037	train
nist_4047038	train
nist_4047052	train
nist_4047053	train
nist_4047054	train
nist_4047064	train
nist_4047074	test
nist_4047091	test
nist_4047149	train
nist_4047160	train
nist_4047161	train
nist_4047176	train
nist_4047177	train
nist_4047189	train
nist_4047190	train
nist_4047205	train
nist_4047218	train
nist_4047229	train
nist_4047242	train
nist_4047255	train
nist_4047270	train
nist_4047287	train
nist_4047288	train
nist_4047303	train
nist_4047304	train
nist_4047305	val
nist_4047318	val
nist_4047319	train
nist_4047326	train
nist_4047339	train
nist_4047356	train
nist_4047357	train
nist_4047365	train
nist_4047379	train
nist_4047394	val
nist_4047411	val
nist_4047433	val
nist_4047444	val
nist_4047445	val
nist_4047452	val
nist_4047465	val
nist_4047473	val
nist_4047485	val
nist_4047486	test
nist_4047502	test
nist_4047503	test
nist_4047516	test
nist_4047517	train
nist_4047531	train
nist_4047532	train
nist_4047547	train
nist_4047548	train
nist_4047565	train
nist_4047566	train
nist_4047583	train
nist_4047597	train
nist_4047608	train
nist_4047620	train
nist_4047627	train
nist_4047628	train
nist_4047641	train
nist_4047656	train
nist_4047662	train
nist_4047674	train
nist_4047675	train
nist_4047689	train
nist_4047690	train
nist_4047702	train
nist_4047710	train
nist_4047724	train
nist_4047725	train
nist_4047738	train
nist_4047739	val
nist_4047749	train
nist_4047761	train
nist_4047762	train
nist_4047774	train
nist_4047782	train
nist_4047796	train
nist_4047797	train
nist_4047810	train
nist_4047811	train
nist_4047826	train
nist_4047827	train
nist_4047836	train
nist_4047850	train
nist_4047867	train
nist_4047868	train
nist_4047878	train
nist_4047895	train
nist_4047896	train
nist_4047912	train
nist_4047913	train
nist_4047922	train
nist_4047923	train
nist_4047935	train
nist_4047936	train
nist_4047949	train
nist_4047977	train
nist_4047986	train
nist_4048000	train
nist_4048012	train
nist_4048029	train
nist_4048030	train
nist_4048042	train
nist_4048057	train
nist_4048074	train
nist_4048075	train
nist_4048084	train
nist_4048094	train
nist_4048095	train
nist_4048110	train
nist_4048137	train
nist_4048153	train
nist_4048154	train
nist_4048164	train
nist_4048173	train
nist_4048184	train
nist_4048193	train
nist_4048205	train
nist_4048206	train
nist_4048212	train
nist_4048228	train
nist_4048240	train
nist_4048257	train
nist_4048258	train
nist_4048266	val
nist_4048277	val
nist_4048286	train
nist_4048303	train
nist_4048322	train
nist_4048339	train
nist_4048340	train
nist_4048349	train
nist_4048353	train
nist_4048354	train
nist_4048371	train
nist_4048372	train
nist_4048385	train
nist_4048386	val
nist_4048387	train
nist_4048404	train
nist_4048420	train
nist_4048421	train
nist_4048438	train
nist_4048439	train
nist_4048455	train
nist_4048456	test
nist_4048472	test
nist_4048473	test
nist_4048483	train
nist_4048496	train
nist_4048497	train
nist_4048508	train
nist_4048558	val
nist_4048559	val
nist_4048574	val
nist_4048575	val
nist_4048592	val
nist_4048593	test
nist_4048605	train
nist_4048617	train
nist_4048625	train
nist_4048636	train
nist_4048656	train
nist_4048672	train
nist_4048673	train
nist_4048689	train
nist_4048690	train
nist_4048706	train
nist_4048707	train
nist_4048723	train
nist_4048724	train
nist_4048740	train
nist_4048741	train
nist_4048748	train
nist_4048749	train
nist_4048762	train
nist_4048763	train
nist_4048775	train
nist_4048788	train
nist_4048802	train
nist_4048817	train
nist_4048818	train
nist_4048825	train
nist_4048828	train
nist_4048838	train
nist_4048853	train
nist_4048862	test
nist_4048876	test
nist_4048877	train
nist_4048887	train
nist_4048888	val
nist_4048893	train
nist_4048907	train
nist_4048908	train
nist_4048919	train
nist_4048920	train
nist_4048937	train
nist_4048938	train
nist_4048949	train
nist_4048950	train
nist_4048964	train
nist_4048965	train
nist_4048977	train
nist_4048996	train
nist_4049013	train
nist_4049022	train
nist_4049031	train
nist_4049049	test
nist_4049066	test
nist_4049077	train
nist_4049078	train
nist_4049091	train
nist_4049092	test
nist_4049107	test
nist_4049118	train
nist_4049133	train
nist_4049134	train
nist_4049146	train
nist_4049147	train
nist_4049162	train
nist_4049163	train
nist_4049175	train
nist_4049176	train
nist_4049187	train
nist_4049188	train
nist_4049202	train
nist_4049203	train
nist_4049220	train
nist_4049221	train
nist_4049235	train
nist_4049262	train
nist_4049272	train
nist_4049274	train
nist_4049288	train
nist_4049315	train
nist_4049323	train
nist_4049324	train
nist_4049335	train
nist_4049336	train
nist_4049337	train
nist_4049342	train
nist_4049349	train
nist_4049363	train
nist_4049364	train
nist_4049379	train
nist_4049380	train
nist_4049387	train
nist_4049417	train
nist_4049429	train
nist_4049436	train
nist_4049437	train
nist_4049452	train
nist_4049453	train
nist_4049461	train
nist_4049462	train
nist_4049474	train
nist_4049487	train
nist_4049488	train
nist_4049501	train
nist_4049502	train
nist_4049517	train
nist_4049518	train
nist_4049532	train
nist_4049533	train
nist_4049543	train
nist_4049544	train
nist_4049561	train
nist_4049562	train
nist_4049574	train
nist_4049575	train
nist_4049591	train
nist_4049606	train
nist_4049621	train
nist_4049636	train
nist_4049648	train
nist_4049677	train
nist_4049689	train
nist_4049690	train
nist_4049703	train
nist_4049704	train
nist_4049713	train
nist_4049714	train
nist_4049729	train
nist_4049730	train
nist_4049747	train
nist_4049748	train
nist_4049765	train
nist_4049766	train
nist_4049771	train
nist_4049781	train
nist_4049793	train
nist_4049809	train
nist_4049825	train
nist_4049827	train
nist_4049836	train
nist_4049837	train
nist_4049854	train
nist_4049864	train
nist_4049872	train
nist_4049882	test
nist_4049885	test
nist_4049898	test
nist_4049905	test
nist_4049906	train
nist_4049920	train
nist_4049966	train
nist_4049980	train
nist_4049994	val
nist_4050011	val
nist_4050033	train
nist_4050042	test
nist_4050056	test
nist_4050057	train
nist_4050073	train
nist_4050074	train
nist_4050084	train
nist_4050085	train
nist_4050096	train
nist_4050097	train
nist_4050107	train
nist_4050126	train
nist_4050137	train
nist_4050138	train
nist_4050147	train
nist_4050160	train
nist_4050177	train
nist_4050193	train
nist_4050203	train
nist_4050204	train
nist_4050221	train
nist_4050222	train
nist_4050239	train
nist_4050253	train
nist_4050264	train
nist_4050277	train
nist_4050291	train
nist_4050307	train
nist_4050322	train
nist_4050323	train
nist_4050335	train
nist_4050336	train
nist_4050352	train
nist_4050367	train
nist_4050368	train
nist_4050383	train
nist_4050390	train
nist_4050400	train
nist_4050401	train
nist_4050416	train
nist_4050417	train
nist_4050427	train
nist_4050428	train
nist_4050445	train
nist_4050446	train
nist_4050455	train
nist_4050456	train
nist_4050467	train
nist_4050481	train
nist_4050488	train
nist_4050500	train
nist_4050501	train
nist_4050506	train
nist_4050515	train
nist_4050527	train
nist_4050536	train
nist_4050547	train
nist_4050569	val
nist_4050580	val
nist_4050581	test
nist_4050593	test
nist_4050605	train
nist_4050619	train
nist_4050628	train
nist_4050636	train
nist_4050644	train
nist_4050647	train
nist_4050648	train
nist_4050663	train
nist_4050664	test
nist_4050678	test
nist_4050679	test
nist_4050691	test
nist_4050703	test
nist_4050711	test
nist_4050712	train
nist_4050729	train
nist_4050744	test
nist_4050761	test
nist_4050778	test
nist_4050784	test
nist_4050785	val
nist_4050795	val
nist_4050796	train
nist_4050804	train
nist_4050805	train
nist_4050818	train
nist_4050833	train
nist_4050849	train
nist_4050866	train
nist_4050872	train
nist_4050873	train
nist_4050881	train
nist_4050891	val
nist_4050905	val
nist_4050920	train
nist_4050933	train
nist_4050974	val
nist_4050985	val
nist_4050998	train
nist_4051010	train
nist_4051011	train
nist_4051026	train
nist_4051045	train
nist_4051056	train
nist_4051069	test
nist_4051081	test
nist_4051082	test
nist_4051092	test
nist_4051099	val
nist_4051113	val
nist_4051141	test
nist_4051156	test
nist_4051157	train
nist_4051169	train
nist_4051184	train
nist_4051197	train
nist_4051199	train
nist_4051200	val
nist_4051216	val
nist_4051232	val
nist_4051238	val
nist_4051255	val
nist_4051260	train
nist_4051268	train
nist_4051285	train
nist_4051298	train
nist_4051315	train
nist_4051316	train
nist_4051328	train
nist_4051372	train
nist_4051386	train
nist_4051402	train
nist_4051415	train
nist_4051448	train
nist_4051452	train
nist_4051466	test
nist_4051478	test
nist_4051479	train
nist_4051491	train
nist_4051505	train
nist_4051520	train
nist_4051534	train
nist_4051548	train
nist_4051562	val
nist_4051575	val
nist_4051589	val
nist_4051602	val
nist_4051616	train
nist_4051629	train
nist_4051643	train
nist_4051657	train
nist_4051658	train
nist_4051671	train
nist_4051685	train
nist_4051698	train
nist_4051712	train
nist_4051726	train
nist_4051740	train
nist_4051753	train
nist_4051767	train
nist_4051780	train
nist_4051781	train
nist_4051793	train
nist_4051809	val
nist_4051822	val
nist_4051849	train
nist_4051863	train
nist_4051864	train
nist_4051877	train
nist_4051895	train
nist_4051910	train
nist_4051924	train
nist_4051937	train
nist_4051951	test
nist_4051965	test
nist_4051980	train
nist_4051993	train
nist_4052007	train
nist_4052009	train
nist_4052010	train
nist_4052023	train
nist_4052037	train
nist_4052050	train
nist_4052064	train
nist_4052074	train
nist_4052075	train
nist_4052092	train
nist_4052110	train
nist_4052123	train
nist_4052137	train
nist_4052147	train
nist_4052148	test
nist_4052161	test
nist_4052188	train
nist_4052201	train
nist_4052226	test
nist_4052240	test
nist_4052254	test
nist_4052268	test
nist_4052285	train
nist_4052298	train
nist_4052312	test
nist_4052327	test
nist_4052341	train
nist_4052353	train
nist_4052367	train
nist_4052381	train
nist_4052395	train
nist_4052400	train
nist_4052409	train
nist_4052424	train
nist_4052437	train
nist_4052438	train
nist_4052450	train
nist_4052464	train
nist_4052479	train
nist_4052493	train
nist_4052505	train
nist_4052520	train
nist_4052533	train
nist_4052548	train
nist_4052563	train
nist_4052577	train
nist_4052590	train
nist_4052604	test
nist_4052617	test
nist_4052631	train
nist_4052644	train
nist_4052658	train
nist_4052671	train
nist_4052735	train
nist_4052748	train
nist_4052762	train
nist_4052775	train
nist_4052789	train
nist_4052802	train
nist_4052832	train
nist_4052845	train
nist_4052859	test
nist_4052873	test
nist_4052887	train
nist_4052900	train
nist_4052914	train
nist_4052926	train
nist_4052940	train
nist_4052954	train
nist_4052968	train
nist_4052976	train
nist_4052977	train
nist_4052990	train
nist_4053004	test
nist_4053016	test
nist_4053030	val
nist_4053043	val
nist_4053057	train
nist_4053071	train
nist_4053097	train
nist_4053109	train
nist_4053110	train
nist_4053123	train
nist_4053137	train
nist_4053152	train
nist_4053166	train
nist_4053180	train
nist_4053194	train
nist_4053209	train
nist_4053223	train
nist_4053238	train
nist_4053252	train
nist_4053267	train
nist_4053281	test
nist_4053296	test
nist_4053310	train
nist_4053324	train
nist_4053338	train
nist_4053354	train
nist_4053388	test
nist_4053402	test
nist_4053416	train
nist_4053431	train
nist_4053447	train
nist_4053460	train
nist_4053505	train
nist_4053518	train
nist_4053546	train
nist_4053560	train
nist_4053574	train
nist_4053584	train
nist_4053597	train
nist_4053611	train
nist_4053624	train
nist_4053655	train
nist_4053669	train
nist_4053684	train
nist_4053701	train
nist_4053737	test
nist_4053750	test
nist_4053765	train
nist_4053779	train
nist_4053792	test
nist_4053801	test
nist_4053802	test
nist_4053819	test
nist_4053820	test
nist_4053834	test
nist_4053835	test
nist_4053836	test
nist_4053842	test
nist_4053843	val
nist_4053855	val
nist_4053856	train
nist_4053865	train
nist_4053866	val
nist_4053878	val
nist_4053879	train
nist_4053892	train
nist_4053904	train
nist_4053917	train
nist_4053918	val
nist_4053929	val
nist_4053930	val
nist_4053941	train
nist_4053954	train
nist_4053964	train
nist_4053981	train
nist_4053982	train
nist_4053989	train
nist_4053990	train
nist_4054001	train
nist_4054011	train
nist_4054025	train
nist_4054026	val
nist_4054040	val
nist_4054064	train
nist_4054077	train
nist_4054078	val
nist_4054089	val
nist_4054090	val
nist_4054096	val
nist_4054119	train
nist_4054136	train
nist_4054137	train
nist_4054148	train
nist_4054150	train
nist_4054156	train
nist_4054157	train
nist_4054163	train
nist_4054169	test
nist_4054170	test
nist_4054183	test
nist_4054198	test
nist_4054204	test
nist_4054205	test
nist_4054206	train
nist_4054217	train
nist_4054218	train
nist_4054232	train
nist_4054233	train
nist_4054244	train
nist_4054257	train
nist_4054258	train
nist_4054267	train
nist_4054284	train
nist_4054285	train
nist_4054298	train
nist_4054309	train
nist_4054310	train
nist_4054326	train
nist_4054327	train
nist_4054343	train
nist_4054344	train
nist_4054361	train
nist_4054362	train
nist_4054376	train
nist_4054377	train
nist_4054385	train
nist_4054393	train
nist_4054402	train
nist_4054406	train
nist_4054407	test
nist_4054417	test
nist_4054444	train
nist_4054459	train
nist_4054460	train
nist_4054467	train
nist_4054477	train
nist_4054479	train
nist_4054493	train
nist_4054509	train
nist_4054514	train
nist_4054515	train
nist_4054529	train
nist_4054544	test
nist_4054548	test
nist_4054561	train
nist_4054575	train
nist_4054580	train
nist_4054581	train
nist_4054592	train
nist_4054608	val
nist_4054625	val
nist_4054653	train
nist_4054666	train
nist_4054667	train
nist_4054682	train
nist_4054683	train
nist_4054695	train
nist_4054718	train
nist_4054723	train
nist_4054724	test
nist_4054734	test
nist_4054744	test
nist_4054757	test
nist_4054758	test
nist_4054772	train
nist_4054789	train
nist_4054790	train
nist_4054803	train
nist_4054810	train
nist_4054811	train
nist_4054826	train
nist_4054845	train
nist_4054854	train
nist_4054878	train
nist_4054888	train
nist_4054890	train
nist_4054901	train
nist_4054902	train
nist_4054913	train
nist_4054927	train
nist_4054943	train
nist_4054961	train
nist_4054968	train
nist_4054969	train
nist_4054986	train
nist_4054987	train
nist_4054988	train
nist_4054999	train
nist_4055002	train
nist_4055003	train
nist_4055016	train
nist_4055017	train
nist_4055030	train
nist_4055031	train
nist_4055040	test
nist_4055054	test
nist_4055055	test
nist_4055064	test
nist_4055065	train
nist_4055080	train
nist_4055119	train
nist_4055121	train
nist_4055130	train
nist_4055138	train
nist_4055154	train
nist_4055177	train
nist_4055194	train
nist_4055196	train
nist_4055210	train
nist_4055211	test
nist_4055225	test
nist_4055228	train
nist_4055234	train
nist_4055238	train
nist_4055239	train
nist_4055256	train
nist_4055289	train
nist_4055304	train
nist_4055305	train
nist_4055306	test
nist_4055321	test
nist_4055336	val
nist_4055346	val
nist_4055347	train
nist_4055358	train
nist_4055379	train
nist_4055387	train
nist_4055388	train
nist_4055402	train
nist_4055403	train
nist_4055408	train
nist_4055409	train
nist_4055412	train
nist_4055420	train
nist_4055421	train
nist_4055432	train
nist_4055433	train
nist_4055447	train
nist_4055466	train
nist_4055479	train
nist_4055480	val
nist_4055492	val
nist_4055516	test
nist_4055530	test
nist_4055531	test
nist_4055544	test
nist_4055556	test
nist_4055567	test
nist_4055584	test
nist_4055585	test
nist_4055591	test
nist_4055592	train
nist_4055601	train
nist_4055617	train
nist_4055624	train
nist_4055631	test
nist_4055640	val
nist_4055651	val
nist_4055661	val
nist_4055671	val
nist_4055682	train
nist_4055697	train
nist_4055706	train
nist_4055712	train
nist_4055723	train
nist_4055735	train
nist_4055746	train
nist_4055758	train
nist_4055763	train
nist_4055764	train
nist_4055775	train
nist_4055776	train
nist_4055787	train
nist_4055803	test
nist_4055813	test
nist_4055834	train
nist_4055847	train
nist_4055867	train
nist_4055882	train
nist_4055883	train
nist_4055889	train
nist_4055905	test
nist_4055919	test
nist_4055928	train
nist_4055942	train
nist_4055952	test
nist_4055960	test
nist_4055961	train
nist_4055971	train
nist_4055982	train
nist_4055997	train
nist_4056006	train
nist_4056019	train
nist_4056028	test
nist_4056038	test
nist_4056039	train
nist_4056051	train
nist_4056069	train
nist_4056078	train
nist_4056079	train
nist_4056096	train
nist_4056124	val
nist_4056140	val
nist_4056141	val
nist_4056157	val
nist_4056188	train
nist_4056203	train
nist_4056219	train
nist_4056234	train
nist_4056235	train
nist_4056248	train
nist_4056249	train
nist_4056259	train
nist_4056270	train
nist_4056283	train
nist_4056300	train
nist_4056313	val
nist_4056330	val
nist_4056331	val
nist_4056343	val
nist_4056356	val
nist_4056367	val
nist_4056368	train
nist_4056378	train
nist_4056412	test
nist_4056427	test
nist_4056428	test
nist_4056438	test
nist_4056439	test
nist_4056451	test
nist_4056452	train
nist_4056469	train
nist_4056470	train
nist_4056471	test
nist_4056482	test
nist_4056517	train
nist_4056529	train
nist_4056530	train
nist_4056537	train
nist_4056538	train
nist_4056550	train
nist_4056551	train
nist_4056566	train
nist_4056567	train
nist_4056581	train
nist_4056599	val
nist_4056611	val
nist_4056618	test
nist_4056630	test
nist_4056631	test
nist_4056636	test
nist_4056637	train
nist_4056650	train
nist_4056666	train
nist_4056670	train
nist_4056671	train
nist_4056686	train
nist_4056687	train
nist_4056696	train
nist_4056706	train
nist_4056721	train
nist_4056722	train
nist_4056731	train
nist_4056739	train
nist_4056740	train
nist_4056741	train
nist_4056754	train
nist_4056755	train
nist_4056782	train
nist_4056788	train
nist_4056789	train
nist_4056806	train
nist_4056807	train
nist_4056824	train
nist_4056825	train
nist_4056833	train
nist_4056840	train
nist_4056852	train
nist_4056853	train
nist_4056860	train
nist_4056861	train
nist_4056876	train
nist_4056906	train
nist_4056919	train
nist_4056920	train
nist_4056933	train
nist_4056934	train
nist_4056935	test
nist_4056939	test
nist_4056940	train
nist_4056951	train
nist_4056963	train
nist_4056978	train
nist_4057010	train
nist_4057023	train
nist_4057024	train
nist_4057038	train
nist_4057039	train
nist_4057050	train
nist_4057051	test
nist_4057063	test
nist_4057071	train
nist_4057083	train
nist_4057084	train
nist_4057095	train
nist_4057096	train
nist_4057108	train
nist_4057136	train
nist_4057148	train
nist_4057159	train
nist_4057173	train
nist_4057188	train
nist_4057201	train
nist_4057208	train
nist_4057241	train
nist_4057251	train
nist_4057252	test
nist_4057266	test
nist_4057267	test
nist_4057278	test
nist_4057285	test
nist_4057292	train
nist_4057303	train
nist_4057321	train
nist_4057338	train
nist_4057339	train
nist_4057354	train
nist_4057355	train
nist_4057368	train
nist_4057369	train
nist_4057371	train
nist_4057385	train
nist_4057386	train
nist_4057396	train
nist_4057397	train
nist_4057406	train
nist_4057420	test
nist_4057431	test
nist_4057432	train
nist_4057445	train
nist_4057446	train
nist_4057459	train
nist_4057471	train
nist_4057486	train
nist_4057518	train
nist_4057528	train
nist_4057529	train
nist_4057542	train
nist_4057561	val
nist_4057574	val
nist_4057587	train
nist_4057601	train
nist_4057604	train
nist_4057621	train
nist_4057634	train
nist_4057635	train
nist_4057647	train
nist_4057658	train
nist_4057659	train
nist_4057669	train
nist_4057681	train
nist_4057682	train
nist_4057694	train
nist_4057707	train
nist_4057721	train
nist_4057722	train
nist_4057732	train
nist_4057733	train
nist_4057750	train
nist_4057751	train
nist_4057759	train
nist_4057776	train
nist_4057790	train
nist_4057791	train
nist_4057804	train
nist_4057821	train
nist_4057829	train
nist_4057830	train
nist_4057839	train
nist_4057840	train
nist_4057841	train
nist_4057846	train
nist_4057853	train
nist_4057869	train
nist_4057870	train
nist_4057881	train
nist_4057895	train
nist_4057900	train
nist_4057910	train
nist_4057920	train
nist_4057936	train
nist_4057967	train
nist_4057980	train
nist_4057992	train
nist_4058003	train
nist_4058004	train
nist_4058018	train
nist_4058034	train
nist_4058038	train
nist_4058039	train
nist_4058051	train
nist_4058072	train
nist_4058078	train
nist_4058079	train
nist_4058096	train
nist_4058097	train
nist_4058110	train
nist_4058111	train
nist_4058122	train
nist_4058130	train
nist_4069031	train
nist_4069046	train
nist_4069050	train
nist_4069060	train
nist_4069078	train
nist_4069093	train
nist_4069111	val
nist_4069125	val
nist_4069142	test
nist_4069157	test
nist_4069159	train
nist_4069174	train
nist_4069192	train
nist_4069207	train
nist_4069222	train
nist_4069224	train
nist_4069239	train
nist_4069240	train
nist_4069255	train
nist_4069277	train
nist_4069284	train
nist_4069285	train
nist_4069300	train
nist_4069307	val
nist_4069322	val
nist_4069324	val
nist_4069335	test
nist_4069350	test
nist_4069367	train
nist_4069381	train
nist_4069384	train
nist_4069398	train
nist_4069399	train
nist_4069429	val
nist_4069444	val
nist_4069448	val
nist_4069460	val
nist_4069464	val
nist_4069465	train
nist_4069480	train
nist_4069500	train
nist_4069514	train
nist_4069518	train
nist_4069533	train
nist_4069535	train
nist_4069550	train
nist_4069553	train
nist_4069561	train
nist_4069563	train
nist_4069588	train
nist_4069596	train
nist_4069597	train
nist_4069612	train
nist_4069614	train
nist_4069629	train
nist_4069644	val
nist_4069658	val
nist_4069660	val
nist_4069674	val
nist_4069675	val
nist_4069686	val
nist_4069714	train
nist_4069729	train
nist_4069749	train
nist_4069763	train
nist_4069778	train
nist_4069782	val
nist_4069797	val
nist_4069800	val
nist_4069807	val
nist_4069826	train
nist_4069841	train
nist_4069872	train
nist_4069887	train
nist_4069921	train
nist_4069936	train
nist_4069951	train
nist_4069965	train
nist_4069969	train
nist_4069984	train
nist_4069996	train
nist_4070007	train
nist_4070022	train
nist_4070024	train
nist_4070039	train
nist_4070040	train
nist_4070055	train
nist_4070056	train
nist_4070072	test
nist_4070086	test
nist_4070090	test
nist_4070105	test
nist_4070119	test
nist_4070134	test
nist_4070136	test
nist_4070151	test
nist_4070168	train
nist_4070183	train
nist_4070185	train
nist_4070199	train
nist_4070201	train
nist_4070209	train
nist_4070211	train
nist_4070226	train
nist_4070274	train
nist_4070289	train
nist_4070309	train
nist_4070324	train
nist_4070341	train
nist_4070344	train
nist_4070351	train
nist_4070377	train
nist_4070392	train
nist_4070426	test
nist_4070439	test
nist_4070454	test
nist_4070458	test
nist_4070492	train
nist_4070507	train
nist_4070509	train
nist_4070524	train
nist_4070527	train
nist_4070542	train
nist_4070575	train
nist_4070590	train
nist_4070601	test
nist_4070616	test
nist_4070633	test
nist_4070648	test
nist_4070668	test
nist_4070675	test
nist_4070676	train
nist_4070691	train
nist_4070720	train
nist_4070735	train
nist_4070739	train
nist_4070754	train
nist_4070755	train
nist_4070770	train
nist_4070827	train
nist_4070838	train
nist_4070840	train
nist_4070855	train
nist_4070856	test
nist_4070871	test
nist_4070886	train
nist_4070898	train
nist_4070911	train
nist_4070912	train
nist_4070927	train
nist_4070944	train
nist_4070959	train
